aX,aY,aZ,gX,gY,gZ
0.03,-0.04,0.12,-14.18,6.82,3.02
-0.19,-0.02,0.15,-11.44,7.18,-9.49
-0.23,0,0.17,-6.8,14.73,-16.05
-0.29,-0.04,0,0.3,28.57,-21.88
-0.15,-0.15,-0.17,17.82,51.1,-38.73
-0.4,-0.21,0.26,49.83,75.82,-80.81
-2,-0.46,-1.44,111.27,159.11,-177.24
0.26,1.67,1.36,120.23,-16.18,-250.14
-0.5,2,-2,90.58,-82.61,-28.85
-0.73,1.85,-1.32,133.56,-56.53,-195.56
-1.62,2,-2,187.09,-66.02,-204.4
-1.66,2,-1.35,162.63,-118.56,-224.29
0.29,2,0.16,93.35,-133.59,-148.85
0.91,0.79,0.32,28.67,-99,-84.37
-0.36,0.82,-0.13,-2.4,-2.19,-24.27
-1.36,1.87,-0.72,-16.64,14.74,-11.58
-1.27,1.7,-1.02,-28.07,-29.45,1.25
-0.96,1.16,-0.96,-14.36,-17.36,23.28
-0.38,1.08,-0.48,-7.45,33.64,41.54
-0.41,1.27,-0.31,-20.05,88.22,81.37
-0.84,1.69,-0.6,-62.54,86.79,120.63
-0.95,1.85,-0.58,-101.4,27.15,149.77
-0.57,1.83,-0.45,-130.06,-2.61,185.64
-0.22,2,-0.27,-155.7,31.82,225.11
-0.5,2,-0.57,-167.82,94.61,219.7
-0.48,2,-0.77,-147.98,62.7,161.82
0.69,1.81,-1.33,-124.39,-42.21,131.67
0.42,0.34,-0.8,-73.21,35.01,175.54
-0.9,-0.11,0.59,-71.86,26.34,201.5
-2,-0.51,0.46,9.74,55.92,77.71
-0.72,0.02,-1.12,60.97,-74.31,19.11
0.33,-0.03,0.15,-0.76,92.6,-52.87
-0.14,0.07,-0.14,-19.78,91.88,-85.66
-0.18,-0.26,0.4,10.14,43.34,-73.24
-0.24,-0.1,0.08,26.87,11.34,-60.6
0.15,0.24,-0.1,7.85,-49.79,-27.31
0.39,0.18,-0.09,-5.79,-75.3,11.23
0.35,-0.06,-0.07,-4.5,-94.34,27.15
0.34,-0.05,0.05,3.15,-94.55,31.02
0.28,0.04,0.1,4.73,-50.91,25.69
0.19,0.02,0.09,-2.38,3.85,17.24
0.12,0,0.03,-10.47,33.8,6.56
0,-0.01,-0.04,-13.76,47.79,-5.63
-0.29,-0.07,0.15,-6.52,72.97,-19.19
-0.55,-0.08,0.01,10.32,64.15,-31.94
-0.57,-0.21,-0.29,35.75,52.79,-55.68
-1.08,-0.35,-0.38,83.28,48.21,-102.78
-1.26,0.18,-0.25,93.53,61.5,-207.53
0.01,1.96,-0.01,157.5,-8.29,-177.5
-0.91,2,-1.88,135.75,-25.09,-146.45
-1.33,2,-1.35,170.71,-104.22,-150.04
-0.8,1.89,-0.11,171.96,-97.11,-225.36
0.04,2,-0.46,119.87,-77.38,-139.9
0.48,1.45,-0.21,83.57,-53.34,-70.52
-0.33,1.36,-0.44,30.03,-23.13,-47.2
-1.71,1.51,-0.77,-0.52,-64.6,-6.88
-1.45,2,-0.8,20.87,-51.11,-20.53
-0.4,1.34,-0.69,1.2,-28.15,13.73
-0.27,1.01,-0.55,4.57,11.39,47.44
-0.68,1.46,-0.6,-3.15,22.79,82.89
-0.94,1.81,-0.61,-26.02,16.45,107.55
-0.78,1.67,-0.57,-48.33,18.21,110.49
-0.55,1.84,-0.19,-93.24,15.42,132.42
-0.23,1.94,0,-134.98,37.38,196.43
-0.6,2,-0.39,-144.76,54.37,199.18
-0.86,2,-0.54,-133.64,38.37,169.36
-0.05,1.7,-0.67,-127.47,37.81,129.09
0.27,0.78,-0.77,-107.87,32.55,139.98
-0.13,0.36,-0.25,-81.17,35.13,114.72
-0.93,-0.23,0.22,-69.31,38.71,94.45
-2,-0.82,-0.15,17.63,-8.48,15.14
-0.87,0.06,-0.86,46.64,-65.74,-15.79
0.5,0.17,-0.03,-18.95,-36.92,-2.05
0.84,0.03,0.16,-27.55,56.79,-31.48
0.28,-0.22,0.16,-8.08,106.98,-59.92
-0.37,-0.12,0.08,13.42,84.74,-49.13
-0.12,0.15,0.01,4.28,28.83,-12.55
0.11,0.12,0.04,-12.09,-25.35,17.88
0.09,-0.06,0.03,-15.01,-70.08,23.69
0.09,0,0.04,-8.99,-82.35,21.39
0.18,0.05,0.07,-4.82,-51.35,16.8
0.23,0,0.02,-4.76,-3.96,9.35
0.16,-0.01,-0.01,-7.98,30.68,-2.57
0.01,0.04,0.02,-14.13,47.16,-12.32
-0.18,-0.07,0.11,-4.34,69.5,-19.34
-0.39,-0.11,-0.05,8.63,82.18,-34.78
-0.88,-0.34,0,44.95,67.47,-61.03
-2,-0.22,-0.97,73.31,60.33,-134.33
0.64,1.7,0.29,88.6,-95.68,-173.51
-1.54,2,-2,54.45,-12.47,22.16
-2,2,-0.5,148.34,-73.67,-250.14
-0.31,2,-1.07,157.68,-160,-250.14
0.62,2,-1.26,98.11,-54.27,-205.37
1.14,0.93,-0.15,85.03,3.28,-54.28
-0.17,0.95,-0.44,41.49,54.53,-32.92
-2,2,-0.66,13.41,-47.2,-36.67
-1.33,2,-0.9,-6.16,-122.05,19.97
0.09,1.42,-0.46,-17.56,-8.2,20.53
0.22,1.6,-0.42,-39.72,146.6,39.53
-0.75,1.98,-0.45,-98.64,131.43,111.7
-1.2,1.87,-0.41,-123.38,10.05,141.9
-0.82,1.94,-0.43,-123.69,-38.08,161.29
-0.56,2,-0.72,-136.63,25.73,176.53
-0.37,2,-0.73,-141.77,86.94,171.82
-0.03,2,-0.91,-129.12,58.46,143.32
0.14,1.18,-0.83,-101.56,-7.5,172.56
0.09,0.36,-0.25,-82.26,-36.5,169.6
-0.92,-0.1,0.7,-81.26,-20.08,127.4
-2,-0.63,-0.09,21.08,37.17,49.85
-0.57,0.04,-0.86,57.44,-53.25,-5.33
0.27,0.03,0.09,8.22,-7.48,-39.44
0.25,0.04,0.17,-14.51,35.15,-54.06
0.06,-0.12,0.33,13.21,59.45,-59.52
-0.18,-0.05,0.1,41.41,23.22,-53.67
0.41,0.2,-0.19,10.18,-38.74,-16.34
0.38,0.14,0.01,-13.7,-34.95,20.92
0.07,-0.05,0.05,-8.63,-62.05,33.53
0.13,-0.05,0.12,7.08,-74.82,25.16
0.16,0,0.11,11.37,-46.68,15.8
0.21,0.01,0.08,5.03,-8.66,7.31
0.13,0.05,0.05,-3.77,21.44,-4.17
-0.06,0.02,0.08,-6.95,44.37,-15.26
-0.33,-0.06,0.04,3.88,72.1,-31.21
-0.65,-0.11,-0.17,23.74,86.95,-55.94
-0.78,-0.18,-0.13,43.66,59.64,-92.92
-1.16,-0.32,-0.38,108.42,18.02,-143.42
-0.72,0.44,-0.4,118.75,40.17,-213.79
0.11,2,-0.24,122.55,-30.56,-209.13
-0.01,2,-0.22,88.52,-9.37,-27.44
-1.01,2,0.14,114.56,-46.05,-194.76
-2,2,-1.07,166.41,-89.82,-194.96
-0.92,1.96,-0.28,105.44,-157.54,-192.4
0.84,1.26,-0.19,46.25,-141.54,-120.2
0.58,0.62,-0.15,1.15,-19.22,-38.03
-1.11,1.19,-0.78,5.48,48.97,0.72
-2,2,-1.27,-3.85,-3.05,-38.82
-0.74,1.65,-0.74,-11.34,-56.49,19.2
0.06,0.91,-0.55,-23.53,6.81,53.64
-0.4,0.89,-0.61,-5.55,79.48,81.22
-0.86,1.56,-0.8,-22.76,80.4,117.36
-0.8,1.93,-0.71,-69.66,37.24,143.02
-0.47,1.7,-0.35,-132.42,46.64,190.1
-0.46,2,-0.19,-162.72,89.47,240.98
-1.26,2,-0.47,-173.47,86.11,200.8
-0.72,2,-0.85,-139.44,-19.31,170.08
0.02,1.55,-0.71,-123.78,-16,167.22
0.7,0.42,-0.62,-94.96,-35.13,142.31
-0.29,0.43,-0.18,-75.8,-31.44,156.89
-1.3,0.34,0.41,-57.63,66.56,147.04
-2,-1.06,-0.77,25.53,-85.3,13.86
0.06,-0.07,-0.49,7.64,-62.87,-37.8
0.35,-0.03,0.18,-13.85,71.82,-82.05
0.12,-0.07,0.29,1.16,121.09,-109.89
0.27,0.05,0,6.83,147.35,-126.37
-0.09,0.08,0.04,10.39,127.82,-102.53
-0.26,0.16,0.03,16.96,68.24,-68.64
-0.02,0.04,0.04,21.44,-46,-25.39
0.5,0.04,-0.14,12.39,-133.76,-0.58
0.69,-0.01,-0.05,9.47,-154.44,27.18
0.58,0,0.06,-0.74,-71.64,39.44
0.43,0.04,0.01,-13.6,21.01,35.44
0.34,0.05,0.04,-18.79,96.35,22.78
-0.26,0.06,0.11,-28.44,83.55,19.1
-1.09,-0.34,-0.09,12.52,31.68,-7.15
-1.54,-0.43,-0.53,72.66,-18.1,-61.43
-2,-0.42,-0.84,89.37,-75.89,-104.92
1.23,0.57,1.97,104.79,-43.17,-214.89
-0.15,2,-1.61,55.46,39.27,-61.56
-0.89,2,-1.58,106.24,49.58,-104.08
-2,2,-1.99,138.98,-29.32,-171.48
-2,2,-1.06,169.82,-189.56,-204.95
0.62,2,-0.63,121.5,-114.39,-164.02
0.98,1.28,-0.22,66.92,-25.65,-91.28
-0.07,1.09,-0.12,33.96,53.73,-23.65
-1.86,1.76,-0.93,12.56,-9.47,-2.81
-1.53,2,-0.71,19.54,-98.04,-14.44
-0.04,1.74,-0.33,-13.99,-41.08,17.21
0.24,1.23,-0.3,-45.33,85.64,59.76
-0.72,1.51,-0.53,-83.94,106.52,116.58
-1.52,1.9,-0.58,-103.42,9.97,133.7
-0.89,2,-0.46,-116.13,-32.37,146.2
-0.21,1.93,-0.41,-154.91,50.47,186.26
-0.56,2,-0.96,-149.59,102.37,181.11
-0.95,2,-0.93,-127.08,42.02,163.11
-0.71,1.4,-0.43,-105.42,-42.8,130.39
0.16,0.17,-0.23,-71.92,-77.12,118.44
0.13,-0.08,0.12,-31.06,-80.65,97.82
-0.8,-0.01,0.24,-34.33,-5.83,58.38
-1.76,-0.37,-0.21,17.69,-16.82,23.65
-0.15,0.11,-0.55,26.08,-17.53,-5.7
0.32,0.07,-0.01,-9.17,44.49,-24.14
0.14,-0.12,0.04,-14.92,85.69,-49.55
-0.18,-0.16,0.15,12.31,69.02,-50.61
-0.31,-0.01,0.04,21.82,40.51,-36.45
-0.07,0.11,-0.08,8.99,-14.5,-27.73
0.12,0.09,-0.02,0.32,-62.6,-9.67
0.11,-0.03,-0.02,-2.11,-79.02,2
0.16,-0.03,0.02,2.81,-75.6,9.79
0.26,0.05,0.07,5.69,-50.44,6.98
0.23,0.01,0.04,5.47,-7.47,-4.53
0.09,-0.02,0.04,5.34,31.76,-18.01
-0.11,-0.08,0.01,12.18,44.38,-29.69
-0.29,-0.19,-0.09,33.24,37.08,-43.6
-0.43,-0.25,-0.25,59.85,21.4,-65.41
-2,-0.42,-0.81,88.34,73.76,-121.82
1,1.42,1.25,147.53,-33.5,-217.32
-0.77,2,-1.21,98.02,-107.94,-19.33
-1.42,2,-0.93,94.51,-8.58,-114.43
-1.97,2,-1.57,131.66,-88.45,-250.14
-1.38,2,-0.52,162.13,-106.49,-204.69
0.38,1.31,0.19,57.54,-78.55,-192.17
1.39,0.63,-0.14,5.15,-6.8,-57.64
-0.47,0.87,-0.66,9.7,39.42,21.17
-2,2,-1.02,9.45,-19.43,-40.5
-1.4,2,-0.95,-2.3,-112.97,-27.6
-0.02,1.11,-0.69,-20.22,-61.69,28.92
0.2,0.52,-0.17,4.03,87.9,48.94
-0.73,1.51,-0.64,-11.08,148.27,70.08
-1.48,2,-0.59,-49.72,53.47,79.94
-0.91,1.6,-0.51,-82.66,-25.08,122.93
-0.25,1.34,-0.5,-118.15,-12.33,159.29
-0.44,1.76,-0.4,-134.78,7.37,228.65
-0.96,2,-0.7,-134.51,22.6,219.52
-1,2,-0.58,-121,13.81,171.13
-0.08,1.64,-0.54,-109.41,-0.75,140.63
0.53,0.73,-0.61,-91.28,44.4,130.05
-0.11,0.09,0.11,-69.79,75.28,125.05
-0.67,-0.24,0.7,-75.84,56.74,119.23
-2,-0.72,-0.46,4.9,23.6,10.96
-0.76,-0.09,-0.96,80.44,-37.73,-2.37
0.05,0.31,-0.15,-11.37,-0.1,-20.67
0.31,0.03,0.32,-18.89,30.65,-53.26
0.15,-0.22,0.28,-0.54,67.18,-68.31
-0.11,-0.16,0.27,44.71,68.37,-63.09
0.11,0.33,-0.14,19.27,19.56,-40.98
0.44,0.18,-0.09,-8.83,-9.17,8.86
0.21,-0.08,0.06,-17.97,2.84,18.82
0.05,-0.07,0.06,-11.85,-30.08,21.08
0.03,-0.08,0.04,-1.21,-28.24,12.08
-0.01,-0.05,0.1,9.92,6.18,10.67
-0.01,0.07,0.05,-3.05,45.56,5.72
-0.2,0.01,0.02,-5.78,72.55,-12.24
-0.58,-0.12,-0.04,8.42,65.43,-38.05
-1.03,-0.34,0.15,55.82,40.18,-71.02
-2,-0.29,-1.47,77.29,15.28,-107.92
1.39,0.93,1.29,113.18,5.63,-208.34
-0.7,1.79,-2,106.44,21.66,-57.63
-1.5,2,-0.85,121.12,-41.91,-108.11
-2,2,-0.12,159.56,-94.27,-179.05
-1.53,2,-1.57,157.18,-170.1,-200.15
0.3,2,-0.94,119.91,-50.31,-223.22
1.1,1.88,0.21,63.09,8.54,-153.17
0.81,0.81,-0.25,35.5,37.56,-37.02
-1.3,1.21,-1.14,3.34,-78.25,36.66
-2,2,-1.06,2.92,-146.67,2.34
-0.79,1.56,-0.49,19.69,-64.58,2.63
0.35,0.9,-0.31,-5.06,76.68,24.93
0.02,1.18,-0.32,-29.41,167.24,62.28
-1.51,1.85,-0.3,-89.6,121.94,107.05
-1.61,1.81,-0.31,-122.03,-37.41,140.74
-0.61,1.65,-0.34,-131.36,-55.64,174.76
0.13,1.9,-0.51,-156.64,60.59,183.58
-0.37,2,-0.65,-181.75,145.2,176.6
-0.43,2,-1.11,-153.04,65.37,168.51
-0.07,1.8,-0.77,-130.22,11.98,186.6
0.78,0.42,-0.54,-91.78,-54.02,170.35
-0.59,0.27,0.05,-63.6,-24.73,166.28
-1.6,0.24,0.3,-23.47,74.99,178.15
-2,-0.56,-1.74,84.43,-134.11,43.44
0.3,0.05,-0.03,-0.76,-15.69,-43.57
0.26,-0.2,0.17,6.37,53.85,-56.55
0.31,-0.06,0.29,-8.9,59.82,-87.02
-0.17,-0.02,0.04,14.45,57.05,-67.02
0.11,0.16,-0.03,14.32,8.62,-21.76
0.54,0.19,-0.17,-18.04,-38.78,19.04
0.36,-0.01,0.06,-21.18,-37.8,21.92
0.08,-0.07,0.15,-15.75,-60.43,24.02
-0.05,-0.07,0.18,-4.56,-67.55,6.4
-0.03,0.07,0.14,1.5,-48.18,2.86
0.14,0.09,0.05,-4.96,-19.31,-1.11
0.15,0,-0.01,-14.97,27.18,-21.19
-0.01,-0.07,-0.03,-15.49,97.31,-41.53
-0.33,-0.07,-0.01,-6.43,144.72,-59.53
-0.86,-0.35,-0.21,10.66,109.6,-92.92
-1.54,-0.59,-0.48,106.73,40.15,-133.83
-0.49,0.72,-0.35,108.62,75.05,-208.39
-0.1,2,-1.16,113.85,36.85,-128.5
-1.73,2,-0.43,126.35,18.7,-209.79
-1.64,2,-2,139.67,-163.96,-123.26
-0.66,2,-1.26,142.3,-208.45,-144.39
1.04,2,-0.14,112.87,-61.66,-154.53
0.34,1.32,-0.13,67.4,-47.6,-126.92
-0.29,1.13,-0.14,15.27,-34.18,-43.57
-0.94,1.43,-1.02,-2.28,-17.25,-13.19
-1.63,1.57,-1.14,-5.47,-54.31,-35.42
-0.84,1.3,-0.81,-0.39,-77.29,-2.46
0.02,0.81,-0.72,-6.11,-21.81,52.44
-0.55,1.22,-0.63,7.93,67.27,63.21
-0.9,1.93,-0.62,-23.69,54.31,81.63
-0.86,1.69,-0.47,-69.9,27.09,125.77
-0.77,1.61,-0.16,-104.93,35.16,161.79
-0.99,1.92,-0.39,-106.01,19.79,182.45
-0.25,0.05,-0.06,-0.63,-32.15,-28.17
-0.18,0.03,-0.03,1.92,-27.02,-35.94
-0.22,-0.03,0.14,-0.93,22.08,-62.84
-0.89,-0.19,0.15,59.79,61.75,-111.31
-2,0.16,-1.46,134.4,90.76,-217.62
0.08,2,0.41,126.78,-94.44,-250.14
0.37,1.99,-0.58,113.01,-80.31,-138.21
-1.63,2,-1.37,134.31,-46.27,-99.62
-2,2,-1.03,186.02,-84.4,-246.28
0.42,2,0.23,128.31,-111.85,-197.15
1.37,1.78,0.38,19.24,-85.34,-105.52
0.16,1.15,-0.13,-30.44,-47.19,13.68
-1.71,2,-0.58,-9.73,-35.47,8.6
-0.84,2,-0.53,-6.69,-3.26,-25.26
0.06,1.34,-0.51,-14.45,13.63,4.1
-0.01,1.12,-0.39,-25.96,22.15,62.79
-0.73,1.45,-0.4,-42.24,56.8,109.38
-0.97,2,-0.32,-95.79,-7.22,141.02
-0.12,2,-0.57,-138.63,58.18,173.38
-0.52,2,-0.59,-161.77,138.33,178.14
-0.93,2,-0.88,-150.94,72.62,180.5
0.04,2,-0.86,-117.05,-37.76,160.39
0.76,1.58,-0.74,-79.66,-109.69,241.08
0.06,0.31,0.33,-85.24,45.94,250.13
-2,-0.96,0.29,23.69,162.17,94.1
-0.79,-0.86,-0.48,82.64,48.25,-27.34
0.63,0.26,-0.12,0.5,95.58,-78.25
-0.7,0.3,-0.07,-22.32,-0.24,-65.16
-0.9,-0.11,-0.2,-4.87,-167.89,9.76
0.23,-0.1,-0.16,-6.15,-222.44,26.92
0.75,0.02,0,-3.02,-167.85,18.31
0.72,0.11,0.04,-7.05,-44.02,-3.27
0.32,0.13,0.03,-18.03,80.69,-21.37
-0.24,-0.09,0.13,-15.19,96.78,-37.95
-0.48,-0.16,0.1,2.33,30.53,-44.23
-0.27,-0.01,-0.09,9.08,-8.76,-39.17
0.1,0.11,-0.11,5.66,-0.68,-37.51
0.05,0.11,-0.02,1.54,3.15,-37.37
-0.12,0.01,-0.04,4.45,6.15,-40.95
-0.32,-0.01,-0.06,13.16,-17.91,-44.44
-0.36,-0.02,-0.1,27.03,-54.26,-52.28
-0.28,-0.05,-0.16,46.53,-75.56,-71.81
0.1,0.01,-0.12,93.41,-93.56,-102.32
-0.36,0.55,-0.02,119.89,-15.88,-136.03
-0.53,1.59,-0.57,193.43,-78.5,-177.19
0.41,2,-0.55,132.8,-135.85,-108.54
-0.19,2,-1.06,121.83,-47.39,-71.43
-0.64,2,-0.35,147.34,-38.76,-107.6
-0.65,2,0.06,108.76,13.27,-53.72
-0.03,1.74,0.03,40.6,-33.18,-7.31
-1.34,1.93,-1.11,-27.27,-122.55,45.18
-2,2,-0.85,-2.37,-142.44,-11.86
0.1,1.98,-0.9,-2.82,8.73,-0.53
0.46,1.34,-0.66,-36.02,211.52,75.56
-0.77,1.9,-0.15,-97.98,168.31,200.96
-2,2,-0.31,-131.36,-5.66,168.21
-0.85,2,-0.35,-151.96,-33.18,164.91
0.77,2,-0.84,-142.44,20.68,178.99
1.13,2,-1.46,-88.69,56.13,195.41
-0.61,1.49,-0.2,-136.12,3.37,237.02
-1.67,-0.51,1.33,-101.5,36.24,188.75
-2,-1.61,-1.63,51.52,200.92,-13.15
-0.74,0.36,-1.05,-27.59,103.45,-126.04
-0.43,-0.16,0.88,-20.24,12.02,-121.77
-0.14,-0.1,0.39,10.38,13.07,-99.35
0,0.11,-0.08,23.79,-86.43,-96.1
0.42,0.29,-0.01,43.35,-70.85,-79.42
0.54,0.38,-0.24,13.01,-57.18,-41.31
0.62,0.09,0.05,5.44,-60.73,-13.15
0.66,0.04,0.03,-0.1,-84.96,1.59
0.5,0.15,0.25,2.73,-45.56,19.38
0.36,0.09,0.25,8.63,-10.29,29.05
0.28,-0.01,0.1,-2.08,-7.24,35.54
0.14,-0.01,0.11,-6.69,-5.69,41.32
0.05,0.05,0.17,-16.34,-2.96,32.3
-0.02,0.03,0.22,-16.24,12.24,19.03
-0.28,-0.01,0.43,-11.23,54.22,-13.95
-0.96,-0.39,-0.28,69.76,132.54,-56.47
-1.04,-0.05,-0.76,99.68,82.31,-120.76
-0.65,0.3,-0.38,104.31,101.84,-209.5
-1.55,-0.3,-0.88,149,130.67,-197.41
0.04,1.68,0.85,90.73,-33.53,-250.14
-0.76,2,-1.06,121.27,0.29,-106.39
-1.98,2,-0.8,134.31,-76.05,-174.26
-0.93,2,-1.37,131.36,-63.8,-196.82
0.2,2,-0.34,112.18,-77.26,-168.89
0.24,1.11,0.18,31.08,-93.34,-96.08
-0.1,1.03,-0.15,-8.35,-65.15,-12.13
-2,1.89,-1.03,-15.51,-11.24,13.85
-1.75,2,-0.95,-6.62,-6.33,1.24
-0.18,1.09,-0.47,-6.41,37.05,42.42
-0.13,1.18,-0.31,-17.24,114.11,96.57
-0.93,1.91,-0.31,-52.68,120.86,139.23
-1.24,2,-0.67,-107.15,88.27,170.22
-1.11,2,-0.77,-157.09,66.91,155.53
-0.78,2,-0.71,-185.69,74.98,161.6
0.01,1.97,-0.66,-197.76,57.45,197.11
0.55,2,-0.91,-180.95,50.08,250.13
0.17,1.7,-1.02,-153.66,15.82,238.89
-0.72,0.71,0.26,-138.02,56.92,176.69
-2,-0.5,-0.36,3.08,230.22,125.63
-1.42,0.1,-2,27.31,45.14,-24
-0.27,-0.03,0.49,-31.18,-59.21,-77.03
0.42,-0.02,0.37,-12.31,2.35,-53.69
0.13,0.04,0.01,0.82,6.19,-27.96
0.1,0.01,-0.08,20.23,-50.72,-47.14
0.43,0.14,-0.21,-5.47,-88.22,8.82
0.59,0.02,0.03,-6.73,-53.07,46.31
0.46,-0.1,0.16,-4.19,-50.95,41.73
0.21,0.03,0.27,2.35,-27.68,29.43
-0.06,0.05,0.29,16.88,-15.8,22.33
0.01,0.09,0.16,3.74,-15.74,19.24
0.2,0.07,0.19,0.11,-3.51,9.47
0.14,-0.05,0.19,-0.59,20.95,1.44
-0.05,-0.06,0.07,4.13,46.31,-12.57
-0.24,-0.04,-0.07,9.87,54.02,-24.56
-0.33,0.03,-0.1,2.19,56.19,-38.06
-0.34,0.07,0.02,-7.53,104.15,-55.25
-0.92,-0.18,-0.32,20.66,124.27,-78.76
-1.35,-0.29,-0.26,80.92,25.54,-151.04
-1.69,0.24,-1.19,128.67,-19.77,-250.14
0.54,1.44,0.23,74.6,-38.34,-189.93
-0.17,2,-2,67.92,-26.71,-82.75
-2,2,-1.82,164.1,7.78,-193.03
-1.27,2,-1.41,171.15,-117.91,-250.14
-0.06,2,-0.65,115.37,-139.05,-208.83
0.92,1.12,-0.39,57.69,-90.87,-135.6
-0.16,1.36,-0.04,34.21,-32.17,-52.29
-1.51,1.81,-0.4,2.08,-53.81,-36.79
-1.28,1.76,-0.57,-18.07,-57.48,-21.71
-0.7,1.06,-0.64,-13.04,7.79,6.71
-0.58,1.06,-0.7,-2.73,40.57,40.09
-0.95,1.49,-0.46,-12.3,45.41,74.6
-0.97,1.6,-0.28,-43.18,51.79,121.88
-0.46,1.42,-0.26,-41.5,94.74,126.05
-0.59,1.96,-0.58,-131.11,99.82,180.26
-0.77,2,-0.67,-159.73,89.98,222.24
-1.54,2,-0.68,-168.92,52.79,201.25
-0.44,2,-0.91,-157.36,-42.11,194.93
0.6,1.57,-0.91,-124.69,-37.24,192.81
0.39,0.67,-0.65,-84.18,5.67,209.4
-0.63,0.45,0.8,-98.32,34.04,160.68
-2,-0.52,0.09,2.1,109.79,61.98
-0.96,-0.51,-1.3,64.12,6.76,-11.3
0.09,0.52,-0.05,-9.75,22.98,-68.46
0.36,0.03,0.25,-9.19,51.35,-57.69
-0.11,-0.21,0.05,8.85,26.56,-61.3
-0.35,-0.25,0,29.74,-36.79,-46.23
0.33,0.3,-0.12,4.64,-77.69,-23.59
0.46,0.2,-0.07,-13.03,-65.73,26.52
0.27,-0.06,0.07,-15.62,-66.79,45.18
0.25,-0.03,0.17,-6.7,-75.89,31.73
0.17,0,0.26,-1.25,-44.31,13.97
0.04,0.01,0.18,0.5,-2.47,3.9
0.02,0.06,0.09,-5.22,17.85,-6.56
-0.06,0.02,0.11,-5.07,13.07,-14.4
-0.06,0.04,0.1,-4.18,8.43,-19.92
-0.19,0.01,0.03,3.5,13.15,-23.53
-0.37,-0.06,-0.08,5.63,0.59,-33.85
-0.41,-0.08,-0.16,32.37,-11,-58.96
-0.6,-0.02,-0.24,54.01,-31.15,-88.65
-1.27,-0.02,-0.04,108.14,-37.04,-115.71
0.28,1.53,-0.27,105.51,-131.56,-202.5
0.21,1.89,-1.32,118.82,-117.28,-131.92
-0.23,2,0.19,140.45,47.91,-184.39
-1.25,2,-0.59,192.11,45.82,-250.14
-1.38,2,-1.39,130.95,-7.93,-190.32
-0.62,1.68,-0.42,86.58,-153.83,-176.13
0.06,1.45,-0.15,43.31,-143.32,-87.49
-0.42,1.59,-0.13,17.81,-57.91,-20.48
-1.17,1.55,-0.46,-4.45,-16.03,-8.63
-1.24,1.81,-0.56,-12.98,7.9,12.27
-0.79,1.47,-0.35,-23.6,58.21,44.25
-0.63,1.38,-0.33,-36.31,94.81,79.8
-0.71,1.83,-0.18,-54.48,98.42,96.63
-1.18,1.04,-0.54,-108.41,62.46,197.34
-0.47,1.57,-0.65,-104.45,50.47,180.11
-0.98,2,-0.91,-176.5,50.53,238.71
-0.83,2,-0.84,-174.42,40.55,202.93
0.2,2,-1.18,-151.41,-2.81,190.5
0.57,1.34,-1.24,-95.9,-16.72,204.39
0.35,0.7,-0.44,-73.72,88.55,202.34
-1.33,0.13,1.15,-108.95,191.4,192.56
-2,-1.36,-1.52,70.55,-44.46,66.68
-0.89,0.52,0.03,15.18,124.27,-74.24
0.34,-0.08,-0.03,15.33,37.09,-84.09
0.12,-0.02,0.09,6.89,-5.66,-62.84
-0.52,-0.21,-0.22,7.34,-58.9,-30.74
0.16,-0.07,-0.17,15.64,-154.28,3.15
0.8,0.24,-0.07,4.63,-154.67,32.5
0.56,0.1,0.15,-3.89,-86.37,44.61
0.25,0.1,0.29,-9.37,-37.79,30.91
0.03,0.08,0.33,-16.47,9.6,7.68
-0.11,-0.07,0.26,-12.31,35.01,-10.06
-0.14,-0.07,0.13,-5.24,43.77,-21.21
-0.1,0.03,0.03,-5.43,40.53,-27.35
-0.06,0.09,0.05,-10.88,52.27,-31.5
-0.07,0.08,0.12,-11.15,60.98,-32.63
-0.25,0.01,0.04,-7.79,40.98,-35.8
-0.47,-0.13,-0.07,8.84,27.42,-56.47
-0.67,-0.14,-0.14,29.56,0.73,-90.17
-0.65,-0.13,-0.3,57.24,-36.37,-125.09
-2,-0.51,-0.32,145.15,-64.53,-180.8
1.14,1.65,-1.64,151.27,-154.96,-250.14
-1.59,2,-1.09,67.63,15.11,-69.73
-1.72,2,-1.13,136.79,-14.07,-240.18
-0.35,2,-0.68,138.57,1.42,-202.83
-0.97,1.2,-0.96,118.49,-34.33,-46.95
-0.91,1.67,-0.31,124.57,-67.63,-84.05
-1.34,2,-0.47,49.87,-105.55,-77.33
-0.89,1.94,-0.28,20.37,-63.05,-56.17
-0.49,1.45,-0.36,9.11,12.67,-18.32
-0.73,1.26,-0.37,3.5,37.44,14.37
-1.07,1.48,-0.56,-25.54,-3.05,45.12
-1,1.63,-0.41,-41.84,-3.06,69.73
-0.55,1.44,-0.21,-50.52,70.53,84.95
-0.13,1.53,-0.21,-77.46,142.38,107.85
-0.98,2,-0.64,-170.25,115.89,139.8
-1.11,1.63,-0.73,-183.81,57.21,230.31
-1.3,2,-0.99,-173.81,19.06,189.18
-0.13,2,-1.03,-158.73,-8.42,199.95
1.14,1.72,-1.17,-130.44,19.37,194.73
0.16,1.12,-0.73,-49.67,66.92,227.05
-0.85,0.34,1.17,-91.22,68.48,250.13
-2,-1.41,0.3,40.78,65.72,64.16
-0.53,-0.78,-1.23,78.44,103.18,-25.27
