aX,aY,aZ,gX,gY,gZ
-0.02,0.91,-0.05,54.09,-81.54,-62.11
0.08,0.97,-0.1,46.63,-82,-53.6
0.24,0.94,-0.02,28.47,-57.95,-45.83
0.33,0.88,-0.02,16.18,-13.16,-37.77
0.31,0.81,0,6.32,27.35,-21.83
0.09,0.76,-0.01,0.68,62.6,-9.18
-0.09,0.73,-0.04,-0.76,75.61,7.95
-0.15,0.71,-0.11,5.02,80.83,26.58
-0.47,0.65,-0.17,20.31,80.08,29.73
-0.72,0.91,-0.29,19.72,57.85,29.37
-0.85,1.04,-0.44,21.79,6.57,12.77
-0.64,0.98,-0.62,12.39,-8.66,1.12
-0.72,1.1,-0.52,-14.11,-27.87,-3.21
-0.84,0.89,-0.25,-27.51,-22.24,-3.95
-0.41,1.11,-0.07,-23.27,10.72,7.57
1.29,1.74,-1.95,-26.02,95.27,54.92
-0.52,0.96,0.33,-26.51,-77.08,47.1
-0.02,0.87,-0.39,2.93,-77.22,49.88
0.69,0.99,0.03,-13.62,-38.99,63.82
0.53,0.95,-0.03,-15,6.03,79.23
-0.11,0.99,-0.06,-14.11,1.28,80.38
-0.23,0.89,-0.21,-5.6,-42.42,63.37
0.28,0.98,-0.27,-4.39,-44.42,57.8
0.27,0.93,-0.24,-7.11,-8.62,54.04
0.13,0.98,-0.19,-9.04,18.9,52.31
0.09,0.98,-0.17,-10.11,40.89,49.13
0.02,0.95,-0.18,-13.23,55.21,46.84
-0.09,0.94,-0.19,-14.27,48.43,44.36
-0.13,0.92,-0.25,-8.74,38.62,41.19
-0.12,0.93,-0.24,-4.89,30.33,38.32
-0.12,0.95,-0.22,-5.22,21.76,37.63
-0.11,0.93,-0.19,-4.3,11.06,39.66
-0.02,0.94,-0.15,-2.53,7.09,41.32
0.02,0.95,-0.15,-1.57,17.56,40.56
-0.01,0.93,-0.14,-1.44,31.44,38.76
-0.08,0.93,-0.18,-0.08,37.88,34.84
-0.17,0.89,-0.24,2.32,32.92,31.15
-0.13,0.89,-0.25,2.6,19.81,31.14
0.02,0.97,-0.28,1.81,11.31,34.4
0.18,1.02,-0.23,1.41,17.5,34.77
0.26,1.17,-0.22,-2.24,48.27,32.72
0.26,1.09,-0.42,-2.62,64.79,29.22
0.01,1.14,-0.21,-8.22,108.59,19.15
-0.1,1.13,-0.29,-10.1,114.66,13.94
-0.21,1.36,-0.23,-16.37,126.6,-2.51
-0.3,1.03,-0.08,-25.46,138.8,-25.09
-0.31,1.11,0,-33.25,165.17,-66.85
-0.4,1.02,0.15,-52.79,179.76,-104.86
-0.3,0.74,-0.03,-37.9,163.79,-140.15
-0.31,0.71,-0.25,-8.72,113.13,-156.25
-0.14,1.06,-0.16,14.9,68.63,-158.37
-0.01,1.44,-0.1,28.57,72.38,-154.27
0.07,1.26,-0.14,30.49,58.11,-134.9
0.05,1.21,-0.08,44.71,26.13,-131.53
-0.06,1.2,0.02,49.15,3.26,-125
0,1.05,-0.05,50.11,-9.21,-109.39
0,0.93,-0.05,49.32,-16.61,-94.07
-0.04,0.93,0,44.92,-26.73,-81.14
0.04,0.89,-0.02,41.63,-40.36,-72.85
0.08,0.93,-0.09,37.08,-37.08,-58.18
0.18,0.9,-0.06,21.36,-20.89,-44.93
0.29,0.82,-0.08,12.46,16.05,-31.18
0.21,0.75,-0.03,2.21,37.71,-13.31
0.11,0.73,-0.06,0.09,63.36,-0.69
-0.04,0.75,-0.07,-0.73,84.47,17.73
-0.21,0.74,-0.12,10.15,90.34,33.85
-0.39,0.78,-0.3,26.24,72.65,45.21
-0.74,0.9,-0.39,28.89,52.23,47.34
-0.91,1.14,-0.64,26.02,10.36,36.73
-0.91,1.09,-0.53,-5.52,-29.32,22.56
-0.99,0.97,-0.49,-16.73,-45.19,16.44
-0.79,1,-0.38,-34.36,-39.89,12.09
-0.25,0.83,-0.53,-28.5,-85.22,26.86
0.6,1.68,0.84,-49.47,-66.4,93.23
-0.44,0.9,-0.03,14.53,42.23,62.4
-0.98,1.28,-0.9,-9.12,-85.02,44.99
0.69,0.85,0.19,-23.61,-105.24,58.78
0.95,0.81,0.01,-6.86,-21.37,59.31
-0.14,0.96,-0.38,-7.1,18.89,56.3
-0.03,0.98,-0.33,-9.6,-16.1,48.85
0.32,0.96,-0.2,-13.56,-13.07,49.49
0.04,0.91,-0.18,-10.35,3.21,48.78
0.02,0.97,-0.2,-9.08,5.24,45.63
0.14,0.97,-0.2,-11.57,21.76,44.08
0.08,0.95,-0.22,-15.24,39.03,44.55
-0.03,0.94,-0.18,-13.78,39.34,46.39
-0.11,0.95,-0.14,-10.7,21.47,49.51
-0.02,0.94,-0.14,-9.37,6.8,51.71
0.03,0.93,-0.15,-7.66,6.38,52.47
0.02,0.94,-0.17,-4.53,11.89,52.42
0,0.94,-0.18,-1.95,17.11,48.32
-0.08,0.94,-0.21,-2.98,26.3,41.34
-0.13,0.91,-0.22,-1.6,27.17,32.95
-0.11,0.93,-0.26,1.99,20.02,27.43
0.04,0.98,-0.25,2.52,21.02,26.77
0.15,1.04,-0.24,1.33,35.63,28.31
0.16,1.01,-0.26,-2.7,55.79,28.27
0.15,1.06,-0.35,0.05,87.41,18.07
-0.09,1.12,-0.24,-10.46,100.6,13.35
-0.03,1.11,-0.16,-16.69,90.89,10.22
-0.13,1.13,-0.18,-9.38,82.21,6.02
-0.12,1.15,-0.06,-17.89,97.02,-4.82
-0.12,0.97,-0.11,-19.67,106.44,-29.79
-0.22,1.14,0.01,-36.27,136.71,-66.15
-0.18,0.97,0.18,-49.86,160.97,-99.57
-0.21,0.76,0,-36.57,159.34,-129.61
-0.27,0.78,-0.13,-15.8,112.41,-144.86
-0.1,1.08,-0.03,8.21,73.89,-148.6
0.06,1.38,-0.04,20.95,83.25,-143.16
0.08,1.22,-0.09,24.75,89.09,-127.37
0.02,1.16,-0.06,34.47,56.24,-127.08
-0.09,1.17,0.01,41,21.73,-118.8
-0.08,1.04,0.01,38.52,-5.4,-105.6
-0.02,0.96,-0.01,37.47,-27.42,-92.61
0.02,0.95,0.01,33.41,-41.61,-79.27
0.11,0.92,-0.02,27.92,-38.21,-66.63
0.16,0.89,-0.04,28.73,-19.93,-48.96
0.22,0.88,-0.06,20.42,8.7,-40.05
0.28,0.83,-0.08,11.89,38.21,-23.92
0.22,0.8,-0.07,2.76,68.83,-6.05
0.04,0.77,-0.08,-1.86,93.69,4.49
-0.12,0.76,-0.07,-1.32,98.7,18.43
-0.31,0.72,-0.16,6.43,95.06,27.74
-0.53,0.71,-0.36,21.92,87.53,33.42
-0.77,0.79,-0.38,28.73,73.12,32.82
-0.86,1.12,-0.61,39.92,17.8,23.89
-0.84,1.14,-0.41,-10.27,-14.8,5.38
-0.94,0.95,-0.35,-7.57,-21.94,-4.37
-0.89,1.01,-0.3,-13.56,-19.05,-5.2
-0.71,0.93,-0.24,-2.44,-31.83,4.92
-0.21,1.58,-0.21,-39.76,-89.1,36.33
0.17,0.78,-0.02,-1.45,-73.32,59.49
-0.24,1.24,-0.12,-14.74,-81.15,57.88
0.73,0.97,-0.01,-19.82,-51.26,67.56
0.84,0.83,0.06,-18.37,3.21,78.07
0.01,1,-0.22,-15.09,46.35,71.36
0,0.96,-0.27,-19.37,12.16,67.75
0.15,0.92,-0.22,-19.59,-1.69,61.7
0.02,0.89,-0.26,-17.39,7.18,56.4
0.02,0.95,-0.22,-15.41,16.5,50.03
0.02,0.94,-0.2,-13.22,21.85,44.36
0,0.92,-0.25,-10.18,29.47,41.42
-0.12,0.92,-0.23,-7.95,25.4,37.32
-0.1,0.95,-0.21,-6.64,14.54,33.99
-0.02,0.92,-0.24,-4.56,5.68,31.44
0.02,0.93,-0.23,-0.16,-0.98,32.14
0.13,0.97,-0.2,0.07,0.95,34.75
0.13,0.99,-0.17,-2.22,7.81,35.74
0.14,0.97,-0.14,-4.18,13.37,37.34
0.16,0.99,-0.13,-4.6,20.08,37.49
0.12,1.01,-0.15,-1.16,22.48,36.66
0.09,1.06,-0.19,-0.15,27.62,39.56
0.07,1.04,-0.13,-4.15,40.59,40.83
0.18,0.92,-0.33,4.22,49.47,37.56
-0.07,1,-0.26,0.47,76.35,31.89
-0.1,1.06,-0.27,-6.18,83.31,26.89
-0.19,1,-0.26,-13.5,72.75,20.94
-0.15,1,-0.24,-16.96,59.34,17.15
0.03,1.07,-0.24,-19.07,58.64,14.95
0.01,1.4,-0.24,-19.21,74.44,5.4
0.02,0.96,-0.11,-24.05,102.27,-12.82
-0.08,1.16,-0.07,-31.64,138.66,-53.68
-0.32,1.13,0.26,-51.38,174.53,-96.31
-0.18,0.75,0.12,-44.96,172.34,-127.71
-0.36,0.62,-0.16,-22.3,124.12,-148.62
-0.35,0.93,-0.11,3.64,43.85,-154.73
-0.05,1.36,-0.16,21.08,34.23,-147.15
0.07,1.3,-0.2,20.42,37.88,-134.85
0.08,1.1,-0.11,32.27,29.65,-127.92
0.07,1.14,-0.02,41.18,5.71,-124.11
0.07,1.12,-0.06,51.27,-9.15,-110.19
-0.05,1.03,-0.1,52.74,-14.67,-96.37
-0.07,0.97,-0.03,51.79,-28.02,-82.82
0.04,0.92,-0.02,50.92,-38.99,-73.76
0.03,0.9,-0.04,50.85,-43.6,-63.84
0.1,0.93,-0.07,42.44,-35.56,-51.17
0.19,0.88,-0.07,28.18,-7.25,-40.82
0.17,0.83,-0.02,19.19,18.36,-24.47
0.08,0.8,-0.03,13.95,39.47,-7.52
-0.05,0.77,-0.04,9.18,49.53,7.05
-0.16,0.73,-0.04,12.92,58.73,24.61
-0.31,0.73,-0.15,28.44,48.66,39.82
-0.55,0.83,-0.26,32.83,22.14,43.55
-0.82,1,-0.25,19.08,-13.62,37.7
-0.85,1.07,-0.46,12.22,-36.78,22.18
-0.81,1.01,-0.5,-4.37,-46.98,19.98
-0.84,1.12,-0.33,-28.34,-37.63,12.82
-0.79,1.52,-0.44,-5.94,-36.83,26.03
-0.26,1.35,0.37,-58.47,-76.4,29.99
0.63,0.55,0.08,10.21,-38.82,31.89
0.86,1.02,-0.27,-11.75,21.44,64.81
0.19,1.18,-0.15,-31.96,60.27,90.4
-0.11,0.96,-0.08,-30.94,12.17,90.59
-0.36,0.8,-0.17,-18.37,-28.59,69.81
-0.05,0.92,-0.26,-14.53,-45.84,63.69
0.24,0.95,-0.27,-11.47,-23.62,54.33
0.28,0.93,-0.3,-12.67,15.71,49.5
0.05,0.98,-0.24,-16.89,50.34,48.38
-0.09,0.99,-0.17,-19.21,49.44,47.23
-0.08,0.92,-0.17,-17.47,33.68,48.01
-0.04,0.91,-0.23,-12.7,20.76,47.01
-0.05,0.94,-0.22,-9.25,8.76,45.21
-0.04,0.95,-0.19,-8.27,-2.9,46.78
-0.01,0.95,-0.18,-6.82,-8.91,46.9
0.03,0.95,-0.15,-5.72,-5.57,44.9
0,0.96,-0.13,-6.07,4.91,42.11
0.01,0.96,-0.1,-5.51,12.24,38.32
0.05,0.95,-0.14,-2.29,13.17,35.4
0.03,0.96,-0.18,0.25,15,34.5
0.04,0.97,-0.21,-1.32,17.47,35.23
0.1,0.99,-0.21,-4.12,18.48,37.76
0.11,1,-0.18,-5.06,25.75,36.92
0.13,1,-0.24,-4.78,37.22,34.79
0.13,1.06,-0.22,-7.47,65.53,25.5
-0.03,1.05,-0.19,-11.71,72.31,20.16
-0.04,1.09,-0.17,-16.31,68.76,14.56
-0.06,1.06,-0.21,-19.34,63.04,12.15
-0.13,1.36,-0.28,-15.6,63.26,1.88
-0.2,1.04,-0.27,-23.45,72.57,-11.27
-0.26,1.04,-0.09,-30.18,79.88,-43.95
-0.27,1.06,0.16,-43.46,104.22,-84.33
-0.26,0.82,0.14,-36.13,110.12,-120.25
-0.32,0.59,-0.14,-10.79,70.47,-145.32
-0.28,0.79,-0.2,11.51,14.68,-153.24
-0.05,1.32,-0.21,33.54,2.63,-152.86
0.11,1.51,-0.26,30.33,9.2,-139.91
0.24,1.24,-0.22,39.37,14.47,-129.89
0.07,1.17,-0.08,48.6,-5.28,-128.5
-0.01,1.18,-0.13,59.96,-22.54,-108.34
-0.1,1.06,-0.13,62.44,-44.18,-92.14
-0.07,0.96,-0.05,62.76,-76.33,-80.05
0.09,0.94,-0.1,56.89,-86.88,-70.99
0.18,0.93,-0.08,52.05,-75.27,-53.92
0.29,0.94,-0.1,44.34,-50.05,-44.9
0.3,0.86,-0.12,30.82,-6.24,-31.93
0.24,0.81,-0.05,16.42,13.24,-13.12
0.11,0.81,-0.04,5.87,27.98,5.15
-0.08,0.8,-0.05,-0.56,44.2,25.25
-0.31,0.76,-0.05,11.69,31.66,47.15
-0.58,0.76,-0.19,29.79,-12.89,63.24
-0.7,0.92,-0.3,25.9,-49.69,64.19
-0.69,1.09,-0.35,16.18,-75.54,54.5
-0.7,0.95,-0.48,4.79,-87.75,44.31
-0.78,0.87,-0.42,-10.28,-92.25,33.11
-0.82,0.94,-0.23,-8.19,-94.9,26.13
-0.74,1.48,-0.24,8.34,-109.35,38.85
-0.16,1.23,-0.55,-8.77,-146.39,25.85
0.49,0.83,0.2,-14.29,-114.82,38.61
0.62,0.8,-0.12,4.86,-12.04,57.63
0.38,0.99,-0.18,-9.31,15.37,81.85
-0.16,1.03,-0.15,-11.42,5.32,91.27
-0.17,0.95,-0.22,-13.01,-37.58,70.73
0.12,0.91,-0.22,-14.79,-34.79,71.66
0.02,0.87,-0.21,-11.64,-24.73,63.08
0.1,1,-0.24,-11.07,-4.09,54.11
0.18,0.96,-0.21,-12.55,21.9,49.69
-0.02,0.97,-0.19,-15.27,27.87,49.09
-0.12,0.95,-0.22,-14.96,10.95,51.13
-0.03,0.94,-0.21,-13.21,-2.15,51.06
-0.03,0.94,-0.14,-12.7,-5.11,47.21
-0.03,0.95,-0.16,-11.67,-11.35,46.02
0.03,0.96,-0.13,-12.01,-14.1,44.63
0.04,0.94,-0.14,-9.05,-9.43,42.21
0.08,0.96,-0.12,-7.9,-6.13,40.61
0.11,0.99,-0.12,-8.02,2.3,41.39
0.12,0.98,-0.1,-8.96,3.83,42.98
0.14,1.01,-0.11,-8.85,7.19,44.51
0.1,1.02,-0.07,-8.97,8.34,44.92
0.13,1.08,-0.09,-6.22,7.79,46.92
-0.01,1.09,-0.1,-8.15,12.63,47.09
0,1.07,-0.17,-7.25,16.53,48.21
-0.05,1.09,-0.2,-12.74,25.04,45.27
-0.21,1.07,-0.28,-19.37,29.19,36.07
-0.23,1.04,-0.29,-26.69,21.66,23.5
-0.16,1.05,-0.3,-28.79,22.14,12.82
-0.19,1.22,-0.27,-20.73,38.29,-4.01
-0.19,1.02,-0.12,-27.75,69.24,-22.7
-0.25,0.99,-0.05,-23.15,95.38,-62.97
-0.25,0.96,0.11,-36.95,113.65,-98.38
-0.2,0.75,0.02,-14.31,102.03,-127.98
-0.25,0.83,-0.2,16.23,72.29,-143.81
-0.09,1.24,-0.16,33.63,36.41,-142.77
0.05,1.32,-0.09,39.13,29.35,-130.2
0.06,1.16,-0.08,46.25,16.63,-120.51
0.03,1.18,-0.03,56.24,-17.27,-116
-0.05,1.18,-0.06,60.74,-43.3,-106.08
-0.06,1.05,-0.06,59.98,-65.56,-96.85
0.05,1.01,-0.02,61.89,-82.6,-88.34
0.14,1.05,-0.06,60.18,-80.16,-81.6
0.22,1.02,0,50.06,-55.57,-79.07
0.26,0.96,0.02,44.25,-20.98,-67.1
0.33,0.94,-0.02,31.06,16.64,-59.24
0.25,0.82,0.01,21.73,42.46,-42.08
0.1,0.83,-0.01,11.45,62.24,-25.17
-0.02,0.8,0.02,1.79,65.67,-5.97
-0.15,0.72,-0.05,8.82,57.58,16.56
-0.36,0.68,-0.28,36.28,43.05,36.04
-0.54,0.82,-0.42,36.83,12.6,50.97
-0.72,1.04,-0.33,25.98,-14.84,41.68
-0.94,1.12,-0.36,6.94,-68.82,22.95
-0.95,0.94,-0.54,-6.73,-72.27,12.77
-0.69,0.91,-0.4,-33.44,-60.03,17.11
-0.06,1.11,-0.39,-27.02,-88.42,30.1
0.38,1.29,0.7,-38.6,-10.21,71.28
-0.64,1.1,-0.51,29.05,10.77,32.82
0.27,1.01,-0.28,-11.66,-63.95,47.16
0.8,0.89,0.08,-12.12,-27.89,67.87
0.2,1.03,-0.26,-6.53,-18.2,73.93
-0.13,0.97,-0.34,-10.11,-24.98,63.25
0.25,0.93,-0.19,-10.86,-30.61,59.37
0.24,0.95,-0.1,-11.69,8.46,59.47
-0.02,0.92,-0.15,-9.69,34.05,50.02
-0.02,0.97,-0.21,-12.11,42.3,44.64
-0.05,0.95,-0.23,-14.18,44.82,41.79
-0.12,0.93,-0.26,-14.53,36.92,39.27
-0.12,0.93,-0.28,-10.59,26.04,39.32
-0.13,0.94,-0.23,-8.26,13.89,40.7
-0.09,0.96,-0.18,-7.63,4.34,40.78
-0.02,0.95,-0.16,-6.02,2.5,40.41
0.02,0.97,-0.16,-4.71,9.79,40.76
0.05,0.97,-0.17,-5.53,21.08,40.08
0.02,0.97,-0.18,-5.2,29.99,39.36
0.06,0.99,-0.2,-5.39,30.12,40.49
0.05,1.02,-0.19,-5.12,27.24,41.6
0.06,1.03,-0.17,-5.79,25.4,41.95
0.17,0.91,-0.28,0.21,20.85,43.89
0.16,1.06,-0.18,0.95,54.26,35.79
0.11,0.99,-0.16,-6.53,85.69,36
-0.05,1.08,-0.17,-15.76,107.02,29.69
-0.22,1.07,-0.21,-23.18,87.77,26.1
-0.18,1.03,-0.23,-24.73,63.1,24.94
-0.04,1.06,-0.17,-24.42,53.75,24.11
0.06,1.03,-0.26,-28.34,69.24,18.88
-0.09,1.2,-0.37,-22.39,88.08,4.92
-0.26,1.14,-0.26,-27.46,96.81,-15.25
-0.24,0.98,-0.04,-23.39,97.76,-56.75
-0.28,0.89,0.17,-33.95,110.62,-98.28
-0.27,0.66,0.05,-15.18,72.61,-122.24
-0.29,0.8,-0.1,3.34,35.72,-139.11
-0.07,1.22,-0.15,20.62,10.98,-144.41
0.18,1.38,-0.07,27.55,33.67,-142.18
0.31,1.21,0.02,30.82,69.07,-136.25
0.3,1.09,0.03,49.3,79.6,-130.85
-0.04,1.24,-0.01,64.53,63.92,-122.15
-0.25,1.27,0.04,59.3,9.24,-101.6
-0.16,1.06,0,54.98,-49.1,-87.95
-0.1,0.96,0.01,52.57,-76.78,-80.21
0.11,0.95,0.03,44.03,-73.69,-73.03
0.3,0.93,0.08,38.89,-46.66,-63.22
0.36,0.91,0.06,35.53,10.44,-59.85
0.32,0.87,0.03,17.32,63.03,-51.92
0.23,0.84,-0.01,3.27,103.34,-37.53
0.01,0.78,-0.08,-0.93,123.15,-21.63
-0.21,0.76,-0.13,-1.71,121.27,-3.79
-0.25,0.76,-0.23,5.24,112.86,12.53
-0.31,0.73,-0.39,10.83,95.96,23.77
-0.38,0.86,-0.41,2.69,69.89,32.56
-0.5,1.03,-0.36,-8.96,39.21,32.78
-0.72,1.02,-0.3,-23.4,14.5,26.53
-0.75,0.96,-0.44,-18.35,3.94,19.02
-0.76,0.96,-0.39,-15.81,-4.13,12.79
-0.58,1,-0.24,-29.29,-5.31,8.28
-0.44,1.64,-0.33,-26.2,-8.93,24.47
-0.02,0.96,0.11,-27.24,7.91,56.03
-0.39,0.96,-0.45,-10.37,-56.93,27.77
0.55,0.89,-0.06,-17.47,-48.89,53.57
0.6,0.9,-0.01,-17.24,3.06,66.92
-0.03,0.99,-0.08,-14.11,11.95,64.74
-0.03,0.96,-0.19,-11.42,-13.52,55.03
0.33,0.96,-0.2,-11.49,-3.77,51.11
0.2,0.96,-0.27,-12.16,26.21,44.78
0.05,0.97,-0.26,-15.24,44.37,42.46
0,0.96,-0.24,-14.47,49.71,39.99
0.04,0.97,-0.22,-13.77,45.87,36.01
-0.04,0.91,-0.24,-11.53,40.76,37.4
-0.06,0.92,-0.27,-3.76,35.84,37.37
0,0.96,-0.22,-3.56,32.44,32.95
0,0.93,-0.21,-2.08,28.3,31.14
-0.04,0.95,-0.19,1.21,32.98,27.47
-0.03,0.92,-0.2,3.26,34.39,22.32
-0.04,0.96,-0.22,3.08,35.56,16.78
-0.07,0.95,-0.25,4.13,31.96,11.81
0.01,0.96,-0.25,4.53,27.66,8.18
0.07,0.97,-0.21,1.22,38.3,5.43
0.02,0.97,-0.19,-1.08,44.45,3.41
0.15,1.04,-0.18,-3.35,42.34,5.77
0.33,0.96,-0.45,5.98,39.83,11.25
0.14,1.11,-0.19,-1.76,90.73,11.17
0.09,1.06,-0.15,-2.95,94.95,12.31
0,1.05,-0.13,-8.22,92.05,11.05
-0.04,0.94,-0.18,-6.79,78.39,9.36
0.04,0.93,-0.3,-1.56,81.34,9.72
0.01,1.2,-0.3,0.5,103.1,0.97
0.02,1.06,-0.21,-4.46,125.82,-14.43
0.04,1.09,-0.03,-12.95,159.62,-41.27
-0.08,1.05,0.21,-27.95,200.15,-72.3
-0.05,1.02,0.21,-45.53,215.78,-97.35
-0.19,0.9,0.13,-50.15,204.27,-117.73
-0.23,0.81,0.05,-41.06,164.1,-131.47
0.05,0.96,-0.03,-22.43,129.9,-140.24
0,1.19,-0.1,-4.95,131.74,-141.54
-0.04,1.27,-0.09,5.71,141.15,-136.4
0.07,1.17,-0.03,13.18,123.69,-130.13
0.03,1.12,-0.02,26.78,98.54,-122.82
-0.08,1.13,0.02,30.02,70.61,-111.27
-0.14,1.05,-0.01,33.89,49.69,-100.67
-0.22,0.97,-0.01,30.33,17.75,-92.84
-0.14,0.97,-0.01,22.28,-2.39,-82.38
-0.06,0.93,0,16.33,-12.53,-66.96
0.02,0.89,-0.03,9.69,-6.27,-58.34
0.11,0.85,-0.04,-2.57,21.77,-50.15
0.15,0.77,-0.06,-11.8,53.42,-35.25
0.02,0.76,-0.11,-15.19,76.42,-17.51
-0.11,0.74,-0.15,-18.52,90.25,-5.02
-0.15,0.7,-0.18,-18.73,97.74,7.08
-0.27,0.69,-0.16,-14.17,95.37,23.45
-0.51,0.77,-0.2,-7.51,77.21,31.36
-0.83,0.86,-0.27,-2.89,38.64,28.82
-1.07,0.99,-0.41,-7.58,-21.57,21.17
-0.91,0.94,-0.43,-15.37,-40.82,11.52
-0.69,0.91,-0.37,-30.5,-48.37,6.95
-0.55,1.18,-0.04,-22.17,-26.52,-0.07
-0.32,1.58,-0.26,-32.21,-19.67,9.02
0.06,0.69,-0.12,18.11,6.92,32.5
0.12,0.9,0.1,-0.04,-10.76,32.6
0.43,1.1,-0.05,-13.85,22.7,68.26
-0.01,1.03,-0.08,-21,-2.04,85.24
-0.24,0.88,-0.11,-14.31,-16.38,73.68
-0.08,0.86,-0.31,-6.06,-29.24,67.54
0.08,0.93,-0.2,-5,-19.54,58.05
0.01,0.96,-0.16,-5.11,-5.37,47.18
-0.03,0.96,-0.19,-6.92,1.04,42.53
-0.1,0.93,-0.17,-6.82,-3.44,40.27
-0.02,0.96,-0.15,-5.7,-11.84,40.22
0.1,0.98,-0.14,-6.26,-8.4,42.35
0.09,0.96,-0.14,-8.62,3.93,44.03
0.07,1,-0.19,-9.57,10.53,44.29
0.06,0.98,-0.17,-10.39,12.92,46.48
0.05,0.95,-0.14,-9.66,19.79,46.95
0.02,0.95,-0.13,-8.48,21.76,46.74
-0.01,0.97,-0.11,-6.44,18.36,48.05
-0.01,0.94,-0.13,-3.73,16.34,46.35
0.01,0.95,-0.17,-1.18,16.55,42.53
0,0.99,-0.17,-1.36,17.75,39.82
-0.03,0.92,-0.26,-11.75,18.69,52.47
0.07,0.96,-0.19,-12.14,15.8,52.25
0,0.92,-0.19,-12.14,10.26,53.83
0.11,0.94,-0.2,-10.98,3.24,58.05
0.23,0.96,-0.15,-8.47,13.12,58.84
0.16,0.95,-0.16,-7.55,30.7,56.4
0.08,0.94,-0.17,-3.06,31.95,51.59
0.07,0.97,-0.17,-0.03,27.2,53
0.07,0.96,-0.16,2.2,28.98,50.79
0.04,0.96,-0.17,4.3,43.73,41.16
-0.02,1.02,-0.23,3.51,54.3,33.34
-0.04,1.07,-0.19,3.63,47.98,29.76
0.22,0.95,-0.45,14.6,48.99,28.32
0.06,1.11,-0.33,6.7,122.79,18.31
-0.25,1,-0.33,-0.76,125.78,10.12
-0.33,1.05,-0.22,-8.23,105.79,1.26
-0.26,1.07,-0.22,-16.45,88.19,-4.7
-0.19,1.01,-0.17,-20.95,66.34,-9.64
-0.08,1.28,-0.16,-13.67,68.47,-19.55
-0.08,1.1,0.12,-23.4,131.24,-44.08
-0.07,1.13,0.24,-41.77,196.43,-95.4
-0.3,0.9,0.08,-43.11,211.96,-143.69
-0.27,0.65,-0.17,-14.29,172.27,-167.24
-0.14,1.12,-0.1,12.12,143.21,-171.96
0.02,1.65,-0.04,26.5,160.08,-161.2
0.07,1.33,-0.1,26.1,150.6,-145.11
-0.15,1.09,-0.01,42.53,99.18,-136.15
-0.24,1.11,0.15,50.95,23.44,-119.68
-0.05,0.97,0.06,60.98,-29.53,-104.7
-0.07,0.95,-0.05,60.68,-52.15,-88.59
-0.01,0.99,-0.01,49.76,-62.81,-81.26
0.18,0.89,0.01,44.2,-58.56,-74.31
0.32,0.83,0.01,40.84,-34.32,-68.05
0.31,0.91,-0.05,25.53,10.89,-53.32
0.39,0.79,-0.06,17.82,54.76,-37.12
0.2,0.72,-0.08,12.17,76.08,-8.89
0.05,0.69,-0.08,6.76,81.16,15.69
-0.13,0.68,-0.05,5.37,70.19,31.78
-0.56,0.75,-0.1,11.97,10.68,55.99
-0.7,0.92,-0.25,-7.15,-33.77,65.81
-1,1.04,-0.25,-3.36,-56.86,55.05
-1.06,1.16,-0.49,-2.92,-89.92,36.23
-1.02,1.13,-0.45,-29.79,-64.98,20.46
-0.58,1.56,-0.21,-35.86,-24.11,19.97
-0.04,1.57,-0.13,-11.42,0.94,6.74
0.28,0.58,0.39,15.43,-13.27,10.55
0.71,0.77,-0.21,-3.76,23.98,44.28
0.08,1.01,-0.1,-25.48,-9.68,90.49
0.04,1.07,-0.21,-16.62,-55.2,89.33
0.13,0.82,-0.31,-14.17,-43.57,74.31
0.43,0.94,-0.2,-12.32,-1.61,66.95
0.01,0.97,-0.22,-14.08,27.31,57.21
-0.05,0.94,-0.21,-12.96,24.42,57.62
-0.03,0.95,-0.16,-14.26,12.99,60.14
-0.05,0.94,-0.18,-15.52,-4.47,61.5
0.17,0.94,-0.2,-14.4,-8.44,63.74
0.21,0.97,-0.2,-12.17,11.3,62.69
0.12,0.97,-0.19,-11.44,26.69,60.42
0.1,0.99,-0.15,-11.78,27.34,60.53
0.08,0.97,-0.14,-8.98,26.07,60.56
0.14,0.99,-0.12,-6.12,26.77,60.86
0.19,1.04,-0.15,-5.38,39.18,59.18
0.09,1.05,-0.16,-7.08,52.42,56
0.1,0.99,-0.34,3.98,53.27,51.43
-0.07,1.07,-0.3,1.05,86.33,47.68
-0.24,1,-0.28,-3.81,99.98,39.94
-0.33,1.09,-0.23,-13.58,90.63,25.44
-0.38,1.04,-0.34,-22.83,73.89,11.67
-0.23,1.08,-0.23,-30.36,47.74,5.99
0.11,1.11,-0.2,-34.98,56.04,3.43
0.02,1.51,-0.21,-30.6,104.69,-14.59
-0.25,0.88,0.04,-35.85,153.19,-46.89
-0.38,1,0.03,-38.35,173.01,-104.55
-0.42,0.64,-0.14,-21,135.62,-145.53
-0.44,0.58,-0.25,13.7,79.35,-163.47
-0.16,1.24,-0.23,41.56,48.37,-161.09
0.09,1.68,-0.09,43.08,49.53,-147.69
0.15,1.19,-0.14,56.32,28.85,-140.31
0.06,1.21,-0.01,68,17.34,-131.31
0.01,1.23,0,77.41,-4.44,-129.69
-0.09,1.15,-0.08,78.68,-33.66,-111.87
-0.07,1.1,-0.06,72.38,-64.31,-96.47
0.1,1.02,0.01,64.53,-88.89,-87.33
